id,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,index,Name_CN
7022,AAL,"American Airlines Group, Inc.",32.84,15125495244.92,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,NASDAQ,165,
7023,AETI,"American Electric Technologies, Inc.",0.8501,7709837.433,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,NASDAQ,166,
7024,AFIN,"American Finance Trust, Inc.",13.26,1408621800.3,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,NASDAQ,167,
7025,AMNB,"American National Bankshares, Inc.",33.08,288273377.48,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,NASDAQ,168,美国国家
7026,ANAT,American National Insurance Company,131.0,3521993819,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,NASDAQ,169,
7027,AOBC,American Outdoor Brands Corporation,13.42,731925806.92,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,NASDAQ,170,
7028,APEI,"American Public Education, Inc.",29.71,487962714.61,,2007.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,NASDAQ,171,
7029,AMRB,American River Bankshares,13.9,81574054.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,NASDAQ,172,
7030,AMSWA,"American Software, Inc.",10.58,327521155.98,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,NASDAQ,173,
7031,AMSC,American Superconductor Corporation,11.87,253591309.11,,1991.0,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,NASDAQ,174,
7032,AMWD,American Woodmark Corporation,66.84,1153905240.12,,1986.0,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,NASDAQ,175,
7033,CRMT,"America&#39;s Car-Mart, Inc.",68.81,466247133.03,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,NASDAQ,176,
7034,ABCB,Ameris Bancorp,35.34,1678749800.16,,1994.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,NASDAQ,177,
7035,AMSF,"AMERISAFE, Inc.",55.13,1062353997.4,,2005.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,NASDAQ,178,
7036,ASRV,AmeriServ Financial Inc.,4.11,72938900.01,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv,NASDAQ,179,
7037,ASRVP,AmeriServ Financial Inc.,28.52,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,NASDAQ,180,
7038,ATLO,Ames National Corporation,25.5,237428281.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo,NASDAQ,181,艾姆斯
7039,AMGN,Amgen Inc.,198.89,126736535439.16,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,NASDAQ,182,安进
7040,FOLD,"Amicus Therapeutics, Inc.",12.16,2301764952.96,,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,NASDAQ,183,
7041,AMKR,"Amkor Technology, Inc.",7.27,1741404611.93,,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,NASDAQ,184,
7042,AMPH,"Amphastar Pharmaceuticals, Inc.",21.78,1004024611.26,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph,NASDAQ,185,
7043,IBUY,Amplify Online Retail ETF,43.78,275814000,,,,,https://www.nasdaq.com/symbol/ibuy,NASDAQ,186,
7044,ASYS,"Amtech Systems, Inc.",4.59,65254175.64,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys,NASDAQ,187,
7045,AMRS,"Amyris, Inc.",3.68,270687879.52,,2010.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,NASDAQ,188,
7046,ADI,"Analog Devices, Inc.",87.0,32203881111,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,NASDAQ,189,亚德诺
7047,ANAB,"AnaptysBio, Inc.",71.51,1913005342.78,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,NASDAQ,190,
7048,AVXL,Anavex Life Sciences Corp.,1.84,85718538.08,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,NASDAQ,191,
7049,ANGI,ANGI Homeservices Inc.,15.92,7978767005.44,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,NASDAQ,192,
7050,ANGO,"AngioDynamics, Inc.",20.79,772082450.37,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,NASDAQ,193,
7051,ANIP,"ANI Pharmaceuticals, Inc.",54.1,641496105.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,NASDAQ,194,
7052,ANIK,Anika Therapeutics Inc.,34.49,490153151.93,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,NASDAQ,195,
7053,ANIX,"Anixa Biosciences, Inc.",4.3,80393427.8,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,NASDAQ,196,
7054,ANSS,"ANSYS, Inc.",157.13,13129785628.34,,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,NASDAQ,197,
7055,ATRS,"Antares Pharma, Inc.",3.01,474199219.69,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,NASDAQ,198,安塔尔
7056,APLS,"Apellis Pharmaceuticals, Inc.",15.08,848137970.68,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,NASDAQ,199,
7057,APOG,"Apogee Enterprises, Inc.",32.94,895170852,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,NASDAQ,200,
7058,APEN,"Apollo Endosurgery, Inc.",3.25,71153904.25,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,NASDAQ,201,
7059,AINV,Apollo Investment Corporation,14.47,340164594.55,,2004.0,,,https://www.nasdaq.com/symbol/ainv,NASDAQ,202,
7060,AMEH,"Apollo Medical Holdings, Inc.",18.95,645903946.95,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,NASDAQ,203,
7061,APPF,"AppFolio, Inc.",60.77,2081404586.56,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,NASDAQ,204,
7062,APPN,Appian Corporation,31.02,1975073396.34,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,NASDAQ,205,
7063,AAPL,Apple Inc.,154.94,732835676820,,1980.0,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,NASDAQ,206,苹果
7064,ARCI,"Appliance Recycling Centers of America, Inc.",0.53,4490505.03,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,NASDAQ,207,
7065,APDN,Applied DNA Sciences Inc,0.4648,16552484.0936,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,NASDAQ,208,
7066,APDNW,Applied DNA Sciences Inc,0.0075,0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,NASDAQ,209,
7067,AGTC,Applied Genetic Technologies Corporation,3.04,55127338.72,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,NASDAQ,210,
7068,AMAT,"Applied Materials, Inc.",33.64,32247508968.52,,1972.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,NASDAQ,211,应用材料
7069,AAOI,"Applied Optoelectronics, Inc.",15.95,315788674.85,,2013.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,NASDAQ,212,
7070,AREX,Approach Resources Inc.,1.04,98286940.96,,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,NASDAQ,213,
7071,APRI,"Apricus Biosciences, Inc.",0.264,7436174.856,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri,NASDAQ,214,
7072,APVO,Aptevo Therapeutics Inc.,1.58,36037297.28,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,NASDAQ,215,
7073,APTX,Aptinyx Inc.,5.98,200314117.12,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,NASDAQ,216,
7074,APM,Aptorum Group Limited,15.18,457166572.5,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,NASDAQ,217,
7075,APTO,"Aptose Biosciences, Inc.",2.29,86496560.96,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,NASDAQ,218,
7076,APYX,Apyx Medical Corporation,8.64,286878386.88,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx,NASDAQ,219,
7077,AQMS,"Aqua Metals, Inc.",1.98,77086225.26,,2015.0,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,NASDAQ,220,
7078,AQB,"AquaBounty Technologies, Inc.",2.37,35784243.69,,,,,https://www.nasdaq.com/symbol/aqb,NASDAQ,221,
7079,AQST,"Aquestive Therapeutics, Inc.",7.65,190807715.25,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,NASDAQ,222,
7080,AQXP,"Aquinox Pharmaceuticals, Inc.",2.36,55548188.48,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,NASDAQ,223,
7081,PETX,"Aratana Therapeutics, Inc.",4.1,199359228.2,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,NASDAQ,224,
7082,ARAV,"Aravive, Inc.",3.9,43609897.5,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,NASDAQ,225,
7083,ABUS,Arbutus Biopharma Corporation,3.89,215806444.15,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,NASDAQ,226,
7084,ARCW,"ARC Group Worldwide, Inc.",0.94,21948509.32,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,NASDAQ,227,
7085,ABIO,"ARCA biopharma, Inc.",0.41,5708863.78,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,NASDAQ,228,
7086,RKDA,"Arcadia Biosciences, Inc.",3.98,19004177.62,,2015.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,NASDAQ,229,
7087,ARCB,ArcBest Corporation,37.44,961838017.92,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,NASDAQ,230,
7088,ACGL,Arch Capital Group Ltd.,27.87,11279664011.4,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,NASDAQ,231,
7089,ACGLO,Arch Capital Group Ltd.,22.37,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,NASDAQ,232,
7090,ACGLP,Arch Capital Group Ltd.,21.62,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,NASDAQ,233,
7091,FUV,"Arcimoto, Inc.",3.4931,52509470.3471,,2017.0,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,NASDAQ,234,
7092,ARCE,Arco Platform Limited,21.76,1093679947.52,,2018.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,NASDAQ,235,
7093,ARCT,Arcturus Therapeutics Ltd.,5.1,54661800,,2013.0,,,https://www.nasdaq.com/symbol/arct,NASDAQ,236,
7094,ARDX,"Ardelyx, Inc.",2.23,138560001.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,NASDAQ,237,
7095,ARNA,"Arena Pharmaceuticals, Inc.",43.58,2153133178.16,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,NASDAQ,238,阿里那
7096,ARCC,Ares Capital Corporation,16.23,6918819786,,2004.0,,,https://www.nasdaq.com/symbol/arcc,NASDAQ,239,
7097,ARGX,argenx SE,102.2,2271319372,22224260.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,NASDAQ,240,
7098,ARDS,Aridis Pharmaceuticals Inc.,8.55,69295672.35,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,NASDAQ,241,
7099,ARKR,Ark Restaurants Corp.,18.7045,64992170.7645,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,NASDAQ,242,
7100,ARTX,Arotech Corporation,3.09,81842209.68,,1994.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,NASDAQ,243,
7101,ARQL,"ArQule, Inc.",3.82,416355349.54,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,NASDAQ,244,
7102,ARRY,Array BioPharma Inc.,16.82,3583872419.24,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,NASDAQ,245,Array生
7103,ARRS,ARRIS International plc,30.95,5385158744.2,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,NASDAQ,246,艾利斯
7104,DWCR,Arrow DWA Country Rotation ETF,26.2701,15762060,,,,,https://www.nasdaq.com/symbol/dwcr,NASDAQ,247,
7105,DWAT,Arrow DWA Tactical ETF,10.28,5140000,,,,,https://www.nasdaq.com/symbol/dwat,NASDAQ,248,
7106,AROW,Arrow Financial Corporation,33.25,480546323.25,,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,NASDAQ,249,
7107,ARWR,"Arrowhead Pharmaceuticals, Inc.",14.51,1338179889.15,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,NASDAQ,250,
7108,ASNS,"Arsanis, Inc.",3.25,46525082.5,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,NASDAQ,251,
7109,ARTNA,Artesian Resources Corporation,34.31,317239009.05,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,NASDAQ,252,自流资源
7110,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.01,8456359.44,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,NASDAQ,253,
7111,ARVN,"Arvinas, Inc.",16.29,526997333.88,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,NASDAQ,254,
7112,ARYA,ARYA Sciences Acquisition Corp.,9.8,176093750,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/arya,NASDAQ,255,
7113,ARYAU,ARYA Sciences Acquisition Corp.,10.34,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,NASDAQ,256,
7114,ARYAW,ARYA Sciences Acquisition Corp.,1.6,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,NASDAQ,257,
7115,ASNA,"Ascena Retail Group, Inc.",3.07,606132071.99,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,NASDAQ,258,Ascena
7116,ASND,Ascendis Pharma A/S,73.46,2914872525.04,39679724.0,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,NASDAQ,259,
7117,ASCMA,"Ascent Capital Group, Inc.",0.4011,4993704.6264,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,NASDAQ,260,ASCENT资
7118,APWC,Asia Pacific Wire & Cable Corporation Limited,2.0308,28064983.8052,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,NASDAQ,261,亚太电线
7119,ASLN,ASLAN Pharmaceuticals Limited,3.56,21360000,6000000.0,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,NASDAQ,262,
7120,ASML,ASML Holding N.V.,157.28,10671805969.28,67852276.0,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,NASDAQ,263,
7121,ASPU,Aspen Group Inc.,4.7601,87464100.4425,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,NASDAQ,264,
7122,AZPN,"Aspen Technology, Inc.",89.73,6350181063.21,,1994.0,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,NASDAQ,265,艾斯本
7123,ASMB,"Assembly Biosciences, Inc.",21.29,542110931.88,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,NASDAQ,266,
7124,ASRT,"Assertio Therapeutics, Inc.",4.22,269822858.52,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,NASDAQ,267,
7125,ASFI,"Asta Funding, Inc.",4.24,28346159.6,,1995.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,NASDAQ,268,阿斯塔
7126,ASTE,"Astec Industries, Inc.",36.34,828462312.88,,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,NASDAQ,269,Astec实
7127,ATRO,Astronics Corporation,30.16,974672606.96,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,NASDAQ,270,Astronic
7128,ALOT,"AstroNova, Inc.",19.36,134606091.84,,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,NASDAQ,271,
7129,ASTC,Astrotech Corporation,4.36,17855835,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,NASDAQ,272,
7130,ASUR,Asure Software Inc,5.79,88860484.86,,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,NASDAQ,273,
7131,ASV,"ASV Holdings, Inc.",3.25,31965414,,2017.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,NASDAQ,274,
7132,ATAI,ATA Inc.,0.9821,10373100.2823,10562163.0,2008.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,NASDAQ,275,ATA公司
7133,ATRA,"Atara Biotherapeutics, Inc.",36.01,1643794058.66,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,NASDAQ,276,
7134,ATHN,"athenahealth, Inc.",133.52,5498090966.16,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,NASDAQ,277,雅典娜
7135,ATNX,"Athenex, Inc.",11.88,794699330.04,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,NASDAQ,278,
7136,ATHX,"Athersys, Inc.",1.41,199861662.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,NASDAQ,279,
7137,AAME,Atlantic American Corporation,2.5,50498285,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,NASDAQ,280,
7138,ACBI,"Atlantic Capital Bancshares, Inc.",17.99,469681049.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,NASDAQ,281,
7139,AY,Atlantica Yield plc,18.41,1844999756.6,,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,NASDAQ,282,
7140,ATLC,Atlanticus Holdings Corporation,3.45,53049180.3,,1995.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,NASDAQ,283,
7141,AAWW,Atlas Air Worldwide Holdings,47.94,1226798646.42,,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,NASDAQ,284,
7142,AFH,"Atlas Financial Holdings, Inc.",9.59,114475542.3,,2013.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,NASDAQ,285,
7143,AFHBL,"Atlas Financial Holdings, Inc.",24.8,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,NASDAQ,286,
7144,TEAM,Atlassian Corporation Plc,94.32,22461984954,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,NASDAQ,287,
7145,ATNI,"ATN International, Inc.",75.74,1209224849.28,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,NASDAQ,288,大西洋电
7146,ATOM,Atomera Incorporated,2.99,44950239.75,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,NASDAQ,289,
7147,ATOS,Atossa Genetics Inc.,1.27,7171121.04,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,NASDAQ,290,
7148,ATRC,"AtriCure, Inc.",30.81,1187006579.46,,2005.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,NASDAQ,291,AtriCure
7149,ATRI,Atrion Corporation,742.98,1376560652.88,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,NASDAQ,292,Atrion公
7150,ATIS,Attis Industries Inc.,0.2596,5791262.9764,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,NASDAQ,293,
7151,ATISW,Attis Industries Inc.,0.0671,0,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,NASDAQ,294,
7152,ATTU,Attunity Ltd.,23.39,499068968.28,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,NASDAQ,295,
7153,LIFE,"aTyr Pharma, Inc.",0.578,17353607.854,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,NASDAQ,296,
7154,AUBN,"Auburn National Bancorporation, Inc.",34.82,126879483.76,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,NASDAQ,297,
7155,BOLD,"Audentes Therapeutics, Inc.",24.58,1049317594.52,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,NASDAQ,298,
7156,AUDC,AudioCodes Ltd.,12.87,370870645.86,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,NASDAQ,299,
7157,AEYE,"AudioEye, Inc.",8.99,67860691.36,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye,NASDAQ,300,
7158,AUPH,Aurinia Pharmaceuticals Inc,7.31,623858550.77,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,NASDAQ,301,
7159,EARS,Auris Medical Holding AG,0.438,14767951.83,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,NASDAQ,302,
7160,JG,Aurora Mobile Limited,6.42,71739455.4,11174370.0,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,NASDAQ,303,极光
7161,ADSK,"Autodesk, Inc.",135.3,29631895510.8,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,NASDAQ,304,欧特克
7162,AUTL,Autolus Therapeutics plc,30.87,557444471.22,18057806.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,NASDAQ,305,
7163,ADP,"Automatic Data Processing, Inc.",132.76,58113366567.24,,,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,NASDAQ,306,
7164,AUTO,"AutoWeb, Inc.",3.53,45709793.5,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,NASDAQ,307,
7165,AVDL,Avadel Pharmaceuticals plc,2.57,107683591.1,41900230.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,NASDAQ,308,
7166,AVCO,Avalon GloboCare Corp.,3.9,284858928.9,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco,NASDAQ,309,
7167,ATXI,"Avenue Therapeutics, Inc.",6.35,67739983.9,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,NASDAQ,310,
7168,AVEO,"AVEO Pharmaceuticals, Inc.",1.98,248186264.04,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,NASDAQ,311,AVEO制药
7169,AVNW,"Aviat Networks, Inc.",13.98,75835181.04,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,NASDAQ,312,
