symbol,name,market_cap,ipo_year,sector,industry,exchange
QGEN,Qiagen N.V.,8271407520.0,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
QIWI,QIWI plc,659597307.55,2013.0,miscellaneous,Business Services,NASDAQ
QRVO,"Qorvo, Inc.",7670418076.53,,technology,Semiconductors,NASDAQ
QCOM,QUALCOMM Incorporated,66996226128.2,1991.0,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
QBAK,Qualstar Corporation,12022452.66,2000.0,technology,Electronic Components,NASDAQ
QLYS,"Qualys, Inc.",3063305478.72,2012.0,technology,Computer Software: Prepackaged Software,NASDAQ
QTNA,"Quantenna Communications, Inc.",579245297.1,2016.0,technology,Semiconductors,NASDAQ
QTRX,Quanterix Corporation,477252248.5,2017.0,capital_goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
QTRH,Quarterhill Inc.,121193815.32,,miscellaneous,Multi-Sector Companies,NASDAQ
QRHC,Quest Resource Holding Corporation.,23888877.48,,technology,Diversified Commercial Services,NASDAQ
QUIK,QuickLogic Corporation,83339745.8895,1999.0,technology,Semiconductors,NASDAQ
QDEL,Quidel Corporation,2084473511.89,,health_care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
QNST,"QuinStreet, Inc.",912849207.28,2010.0,miscellaneous,Business Services,NASDAQ
QUMU,Qumu Corporation,20295498.39,,technology,Computer Software: Prepackaged Software,NASDAQ
QTNT,Quotient Limited,489050428.08,2014.0,health_care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
QRTEA,"Qurate Retail, Inc.",9599356396.56,,consumer_services,Catalog/Specialty Distribution,NASDAQ
QRTEB,"Qurate Retail, Inc.",9608344557.98,,consumer_services,Catalog/Specialty Distribution,NASDAQ
QTT,Qutoutiao Inc.,104190000.0,2018.0,,,NASDAQ
RRD,R.R. Donnelley & Sons Company,352000000.0,,miscellaneous,Publishing,NASDAQ
RCM,R1 RCM Inc.,900629525.24,,consumer_services,Other Consumer Services,NASDAQ
RARX,"Ra Pharmaceuticals, Inc.",649256441.04,2016.0,health_care,Major Pharmaceuticals,NASDAQ
RADA,RADA Electronic Industries Ltd.,100175441.64,,consumer_non_durables,Electronic Components,NASDAQ
RDCM,Radcom Ltd.,106538748.25,1997.0,technology,Computer peripheral equipment,NASDAQ
RDUS,"Radius Health, Inc.",747303457.56,2014.0,health_care,Major Pharmaceuticals,NASDAQ
RDNT,"RadNet, Inc.",606921743.7,,health_care,Medical Specialities,NASDAQ
RDWR,Radware Ltd.,1016538236.7,1999.0,miscellaneous,Business Services,NASDAQ
METC,"Ramaco Resources, Inc.",227668412.56,2017.0,energy,Coal Mining,NASDAQ
RMBS,"Rambus, Inc.",885367645.92,1997.0,technology,Semiconductors,NASDAQ
RAND,Rand Capital Corporation,14287692.88,,consumer_non_durables,Textiles,NASDAQ
RNDB,"Randolph Bancorp, Inc.",83221807.62,2016.0,finance,Major Banks,NASDAQ
RPD,"Rapid7, Inc.",1684285005.3,2015.0,technology,Computer Software: Prepackaged Software,NASDAQ
RAVE,"Rave Restaurant Group, Inc.",16729155.21,,consumer_non_durables,Food Distributors,NASDAQ
RAVN,"Raven Industries, Inc.",1345842474.93,,capital_goods,Specialty Chemicals,NASDAQ
RBB,RBB Bancorp,347486743.31,2017.0,finance,Major Banks,NASDAQ
ROLL,RBC Bearings Incorporated,3302139353.04,2005.0,capital_goods,Metal Fabrications,NASDAQ
RICK,"RCI Hospitality Holdings, Inc.",212918924.0,1995.0,consumer_services,Restaurants,NASDAQ
RCMT,"RCM Technologies, Inc.",49885833.76,,technology,Professional Services,NASDAQ
RDI,Reading International Inc,359988085.24,,consumer_services,Movies/Entertainment,NASDAQ
RDIB,Reading International Inc,618496463.55,,consumer_services,Movies/Entertainment,NASDAQ
RGSE,"Real Goods Solar, Inc.",42921600.0,,basic_industries,Engineering & Construction,NASDAQ
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,1922019.22,,,,NASDAQ
BLCN,Reality Shares Nasdaq NextGen Economy ETF,73414020.68,,,,NASDAQ
RLM,Realm Therapeutics plc,4228651.44,,health_care,Major Pharmaceuticals,NASDAQ
RNWK,"RealNetworks, Inc.",111458939.12,1997.0,technology,EDP Services,NASDAQ
RP,"RealPage, Inc.",4958533272.0,2010.0,technology,Computer Software: Prepackaged Software,NASDAQ
RETA,"Reata Pharmaceuticals, Inc.",0.0,2016.0,health_care,Major Pharmaceuticals,NASDAQ
RCON,"Recon Technology, Ltd.",18011038.4433,2009.0,energy,Oilfield Services/Equipment,NASDAQ
REPH,"Recro Pharma, Inc.",167954034.36,2014.0,health_care,Major Pharmaceuticals,NASDAQ
RRGB,"Red Robin Gourmet Burgers, Inc.",422308252.58,2002.0,consumer_services,Restaurants,NASDAQ
RRR,"Red Rock Resorts, Inc.",2819378438.57,2016.0,consumer_services,Hotels/Resorts,NASDAQ
RDVT,"Red Violet, Inc.",74432944.25,,technology,Computer Software: Prepackaged Software,NASDAQ
RDFN,Redfin Corporation,1555067870.64,2017.0,finance,Real Estate,NASDAQ
RDHL,Redhill Biopharma Ltd.,139436022.15,,health_care,Major Pharmaceuticals,NASDAQ
RBZ,Reebonz Holding Limited,0.0,2017.0,consumer_services,Other Specialty Stores,NASDAQ
RBZAW,Reebonz Holding Limited,0.0,2017.0,consumer_services,Other Specialty Stores,NASDAQ
REG,Regency Centers Corporation,10364836017.4,1993.0,consumer_services,Real Estate Investment Trusts,NASDAQ
REGN,"Regeneron Pharmaceuticals, Inc.",43785210520.6,1991.0,health_care,Major Pharmaceuticals,NASDAQ
RGNX,REGENXBIO Inc.,1586652692.93,2015.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RGLS,Regulus Therapeutics Inc.,9975391.02,2012.0,health_care,Major Pharmaceuticals,NASDAQ
RBNC,"Reliant Bancorp, Inc.",257500494.02,,finance,Major Banks,NASDAQ
RELV,"Reliv&#39; International, Inc.",8312999.348,,health_care,Major Pharmaceuticals,NASDAQ
MARK,"Remark Holdings, Inc.",66000097.28,,consumer_services,Telecommunications Equipment,NASDAQ
RNST,Renasant Corporation,1975751371.15,,finance,Major Banks,NASDAQ
REGI,"Renewable Energy Group, Inc.",1002989040.56,2012.0,basic_industries,Major Chemicals,NASDAQ
ABAC,"Renmin Tianli Group, Inc.",14165099.184,,consumer_non_durables,Farming/Seeds/Milling,NASDAQ
RCII,Rent-A-Center Inc.,890484957.44,1995.0,technology,Diversified Commercial Services,NASDAQ
RGEN,Repligen Corporation,2438578136.4,1986.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
REPL,"Replimune Group, Inc.",331944629.44,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RBCAA,"Republic Bancorp, Inc.",839955788.14,1998.0,finance,Major Banks,NASDAQ
FRBK,"Republic First Bancorp, Inc.",362725680.51,,finance,Major Banks,NASDAQ
REFR,Research Frontiers Incorporated,61133486.31,,miscellaneous,Multi-Sector Companies,NASDAQ
RESN,Resonant Inc.,63663598.55,2014.0,technology,Semiconductors,NASDAQ
RECN,"Resources Connection, Inc.",520602770.07,2000.0,miscellaneous,Business Services,NASDAQ
HAIR,"Restoration Robotics, Inc.",36201650.68,2017.0,health_care,Medical/Dental Instruments,NASDAQ
TORC,"resTORbio, Inc.",226967732.96,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ROIC,Retail Opportunity Investments Corp.,1939018157.37,,consumer_services,Real Estate Investment Trusts,NASDAQ
RETO,"ReTo Eco-Solutions, Inc.",37098800.0,2017.0,capital_goods,Industrial Machinery/Components,NASDAQ
RTRX,"Retrophin, Inc.",924771393.78,,health_care,Major Pharmaceuticals,NASDAQ
RVNC,"Revance Therapeutics, Inc.",670031587.705,2014.0,health_care,Major Pharmaceuticals,NASDAQ
RVEN,"Reven Housing REIT, Inc.",40496773.8,,consumer_services,Real Estate Investment Trusts,NASDAQ
RVLT,"Revolution Lighting Technologies, Inc.",14978614.2,,consumer_durables,Building Products,NASDAQ
RWLK,ReWalk Robotics Ltd,11449673.1909,2014.0,health_care,Industrial Specialties,NASDAQ
RFIL,"RF Industries, Ltd.",74806243.05,,capital_goods,Electrical Products,NASDAQ
RGCO,RGC Resources Inc.,241468793.02,,public_utilities,Oil & Gas Production,NASDAQ
RYTM,"Rhythm Pharmaceuticals, Inc.",1011675315.0,2017.0,health_care,Major Pharmaceuticals,NASDAQ
RBBN,Ribbon Communications Inc. ,598639061.72,,technology,EDP Services,NASDAQ
RIBT,RiceBran Technologies,91168439.2,,consumer_non_durables,Packaged Foods,NASDAQ
RELL,"Richardson Electronics, Ltd.",99567837.6,1983.0,consumer_non_durables,Electronic Components,NASDAQ
RIGL,"Rigel Pharmaceuticals, Inc.",356610610.08,2000.0,health_care,Major Pharmaceuticals,NASDAQ
RNET,"RigNet, Inc.",277195748.76,2010.0,consumer_services,Telecommunications Equipment,NASDAQ
RMNI,"Rimini Street, Inc.",340791319.2,2015.0,miscellaneous,Business Services,NASDAQ
RIOT,"Riot Blockchain, Inc",23194456.0,,health_care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
REDU,RISE Education Cayman Ltd,205954983.0,2017.0,consumer_services,Other Consumer Services,NASDAQ
RTTR,"Ritter Pharmaceuticals, Inc.",4186286.47,2015.0,health_care,Major Pharmaceuticals,NASDAQ
RVSB,Riverview Bancorp Inc,171072249.84,,finance,Savings Institutions,NASDAQ
RIVE,Riverview Financial Corporation,100692108.4,,finance,Major Banks,NASDAQ
RCKT,"Rocket Pharmaceuticals, Inc.",628604190.0,2015.0,health_care,Major Pharmaceuticals,NASDAQ
RMTI,"Rockwell Medical, Inc.",183468052.32,1998.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
RCKY,"Rocky Brands, Inc.",202824593.61,1993.0,consumer_non_durables,Shoe Manufacturing,NASDAQ
RMCF,"Rocky Mountain Chocolate Factory, Inc.",50563610.0,,consumer_non_durables,Specialty Foods,NASDAQ
ROKU,"Roku, Inc.",4354576572.13,2017.0,consumer_services,Television Services,NASDAQ
ROSE,Rosehill Resources Inc.,117120684.72,2016.0,energy,Oil & Gas Production,NASDAQ
ROSEU,Rosehill Resources Inc.,0.0,2016.0,energy,Oil & Gas Production,NASDAQ
ROSEW,Rosehill Resources Inc.,0.0,2016.0,energy,Oil & Gas Production,NASDAQ
ROST,"Ross Stores, Inc.",33445641005.0,1985.0,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
RGLD,"Royal Gold, Inc.",5394676690.8,,basic_industries,Precious Metals,NASDAQ
RTIX,"RTI Surgical, Inc.",261462204.0,2000.0,health_care,Industrial Specialties,NASDAQ
RBCN,"Rubicon Technology, Inc.",22783518.69,2007.0,technology,Semiconductors,NASDAQ
RUBY,"Rubius Therapeutics, Inc.",1181710281.7,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RMBL,"RumbleOn, Inc.",113764672.56,,technology,EDP Services,NASDAQ
RUSHA,"Rush Enterprises, Inc.",1468162036.32,,consumer_durables,Automotive Aftermarket,NASDAQ
RUSHB,"Rush Enterprises, Inc.",1488714753.68,,consumer_durables,Automotive Aftermarket,NASDAQ
RUTH,"Ruth&#39;s Hospitality Group, Inc.",721246883.5,2005.0,consumer_services,Restaurants,NASDAQ
RYAAY,Ryanair Holdings plc,6924714364.36,1997.0,transportation,Air Freight/Delivery Services,NASDAQ
STBA,"S&T Bancorp, Inc.",1423017761.55,,finance,Major Banks,NASDAQ
SANW,S&W Seed Company,0.0,,consumer_non_durables,Farming/Seeds/Milling,NASDAQ
SCAC,Saban Capital Acquisition Corp.,278122748.4,2016.0,finance,Business Services,NASDAQ
SCACU,Saban Capital Acquisition Corp.,0.0,2016.0,finance,Business Services,NASDAQ
SCACW,Saban Capital Acquisition Corp.,0.0,2016.0,finance,Business Services,NASDAQ
SBRA,"Sabra Health Care REIT, Inc.",3328580483.25,,consumer_services,Real Estate Investment Trusts,NASDAQ
SABR,Sabre Corporation,6186278503.65,2014.0,technology,"Computer Software: Programming, Data Processing",NASDAQ
SAEX,"SAExploration Holdings, Inc.",11085208.0,,energy,Oil & Gas Production,NASDAQ
SFET,Safe-T Group Ltd.,1298606.52,2018.0,technology,Computer Software: Prepackaged Software,NASDAQ
SAFT,"Safety Insurance Group, Inc.",1250903296.3,2002.0,finance,Property-Casualty Insurers,NASDAQ
SGA,"Saga Communications, Inc.",191077186.29,,consumer_services,Broadcasting,NASDAQ
SAGE,"Sage Therapeutics, Inc.",6357900794.4,2014.0,health_care,Major Pharmaceuticals,NASDAQ
SAIA,"Saia, Inc.",1424969884.46,,transportation,Trucking Freight/Courier Services,NASDAQ
SALM,"Salem Media Group, Inc.",68083891.2,1999.0,consumer_services,Broadcasting,NASDAQ
SAL,"Salisbury Bancorp, Inc.",114887645.272,,finance,Savings Institutions,NASDAQ
SAFM,"Sanderson Farms, Inc.",2514893586.48,1987.0,consumer_non_durables,Meat/Poultry/Fish,NASDAQ
SASR,"Sandy Spring Bancorp, Inc.",1216331590.72,,finance,Major Banks,NASDAQ
SGMO,"Sangamo Therapeutics, Inc.",1160795852.31,2000.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SANM,Sanmina Corporation,1748259888.96,1993.0,technology,Electrical Products,NASDAQ
GCVRZ,Sanofi,0.0,,health_care,Major Pharmaceuticals,NASDAQ
SNY,Sanofi,9173771470.08,,health_care,Major Pharmaceuticals,NASDAQ
SPNS,Sapiens International Corporation N.V.,587210773.05,1992.0,technology,Computer Software: Prepackaged Software,NASDAQ
SRPT,"Sarepta Therapeutics, Inc.",7969385398.24,,health_care,Major Pharmaceuticals,NASDAQ
SVRA,"Savara, Inc.",259952905.4,,health_care,Major Pharmaceuticals,NASDAQ
SBFG,"SB Financial Group, Inc.",116798370.0,,finance,Major Banks,NASDAQ
SBFGP,"SB Financial Group, Inc.",0.0,,finance,Major Banks,NASDAQ
SBBX,SB One Bancorp,200038058.88,,finance,Major Banks,NASDAQ
SBAC,SBA Communications Corporation,19555882626.5,1999.0,consumer_services,Real Estate Investment Trusts,NASDAQ
SCSC,"ScanSource, Inc.",942362035.2,,technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
SMIT,"Schmitt Industries, Inc.",11664071.4,,capital_goods,Industrial Machinery/Components,NASDAQ
SCHN,"Schnitzer Steel Industries, Inc.",605387260.8,1993.0,consumer_durables,Industrial Specialties,NASDAQ
SRRK,Scholar Rock Holding Corporation,417647976.93,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SCHL,Scholastic Corporation,1445234688.8,1992.0,consumer_services,Books,NASDAQ
SAMA,Schultze Special Purpose Acquisition Corp.,0.0,2019.0,finance,Business Services,NASDAQ
SAMAU,Schultze Special Purpose Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
SAMAW,Schultze Special Purpose Acquisition Corp.,0.0,2019.0,finance,Business Services,NASDAQ
SGMS,Scientific Games Corp,2089072224.82,,technology,EDP Services,NASDAQ
SCPH,scPharmaceuticals Inc.,68892062.19,2017.0,health_care,Major Pharmaceuticals,NASDAQ
SCYX,"SCYNEXIS, Inc.",38281395.054,2014.0,health_care,Major Pharmaceuticals,NASDAQ
SEAC,"SeaChange International, Inc.",57564920.49,1996.0,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,1440599874.56,,finance,Major Banks,NASDAQ
STX,Seagate Technology PLC,11367921077.6,2002.0,technology,Electronic Components,NASDAQ
SHIP,Seanergy Maritime Holdings Corp,21774027.6948,,transportation,Marine Transportation,NASDAQ
SHIPW,Seanergy Maritime Holdings Corp,0.0,,transportation,Marine Transportation,NASDAQ
SHOS,"Sears Hometown and Outlet Stores, Inc.",47220434.56,,consumer_services,Department/Specialty Retail Stores,NASDAQ
SPNE,SeaSpine Holdings Corporation,277806057.41,,health_care,Medical/Dental Instruments,NASDAQ
SGEN,"Seattle Genetics, Inc.",11477655793.0,2001.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EYES,"Second Sight Medical Products, Inc.",62908674.7815,2014.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EYESW,"Second Sight Medical Products, Inc.",0.0,,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SECO,Secoo Holding Limited,84257747.56,2017.0,consumer_services,Other Specialty Stores,NASDAQ
SCWX,SecureWorks Corp.,1339917621.6,2016.0,technology,Computer Software: Prepackaged Software,NASDAQ
SNFCA,Security National Financial Corporation,93790979.12,,finance,Finance: Consumer Services,NASDAQ
SEIC,SEI Investments Company,7486153098.84,1981.0,finance,Investment Bankers/Brokers/Service,NASDAQ
SLCT,"Select Bancorp, Inc.",232740163.26,,finance,Major Banks,NASDAQ
SIC,"Select Interior Concepts, Inc.",201135380.32,,basic_industries,Homebuilding,NASDAQ
SELB,"Selecta Biosciences, Inc.",45765792.48,2016.0,health_care,Major Pharmaceuticals,NASDAQ
SIGI,"Selective Insurance Group, Inc.",3583394737.25,,finance,Property-Casualty Insurers,NASDAQ
SLS,"SELLAS Life Sciences Group, Inc. ",35242361.6,,health_care,Major Pharmaceuticals,NASDAQ
LEDS,SemiLEDS Corporation,9788047.5,2010.0,technology,Semiconductors,NASDAQ
SMTC,Semtech Corporation,3382577357.2,,technology,Semiconductors,NASDAQ
SENEA,Seneca Foods Corp.,290778150.0,,consumer_non_durables,Packaged Foods,NASDAQ
SENEB,Seneca Foods Corp.,275463834.1,,consumer_non_durables,Packaged Foods,NASDAQ
SNES,"SenesTech, Inc.",19160851.815,2016.0,basic_industries,Agricultural Chemicals,NASDAQ
SNH,Senior Housing Properties Trust,3064348078.5,,consumer_services,Real Estate Investment Trusts,NASDAQ
SNHNI,Senior Housing Properties Trust,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
SNHNL,Senior Housing Properties Trust,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
AIHS,Senmiao Technology Limited,107399510.0,2018.0,finance,Finance: Consumer Services,NASDAQ
SRTS,"Sensus Healthcare, Inc.",131900780.2,2016.0,health_care,Medical/Dental Instruments,NASDAQ
SRTSW,"Sensus Healthcare, Inc.",0.0,2016.0,health_care,Medical/Dental Instruments,NASDAQ
STNL,Sentinel Energy Services Inc.,435131250.0,2017.0,finance,Business Services,NASDAQ
STNLU,Sentinel Energy Services Inc.,0.0,2017.0,finance,Business Services,NASDAQ
STNLW,Sentinel Energy Services Inc.,0.0,2017.0,finance,Business Services,NASDAQ
SQBG,"Sequential Brands Group, Inc.",61071024.55,,consumer_non_durables,Apparel,NASDAQ
MCRB,"Seres Therapeutics, Inc.",243092658.55,2015.0,health_care,Major Pharmaceuticals,NASDAQ
SREV,"ServiceSource International, Inc.",100139337.72,2011.0,miscellaneous,Business Services,NASDAQ
SFBS,"ServisFirst Bancshares, Inc.",1809804232.68,2014.0,finance,Major Banks,NASDAQ
SESN,"Sesen Bio, Inc.",58231556.124,2014.0,health_care,Major Pharmaceuticals,NASDAQ
SVBI,Severn Bancorp Inc,104949908.25,,finance,Major Banks,NASDAQ
SGBX,"SG Blocks, Inc.",12567120.95,2017.0,consumer_services,RETAIL: Building Materials,NASDAQ
SGOC,"SGOCO Group, Ltd",80037738.0,2010.0,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SMED,Sharps Compliance Corp.,53553129.93,,basic_industries,Environmental Services,NASDAQ
SHSP,"SharpSpring, Inc.",120510320.22,,technology,Computer Software: Prepackaged Software,NASDAQ
SHEN,Shenandoah Telecommunications Co,2323310121.44,,public_utilities,Telecommunications Equipment,NASDAQ
PIXY,"ShiftPixy, Inc.",38182725.1,2017.0,technology,Diversified Commercial Services,NASDAQ
SHLO,"Shiloh Industries, Inc.",135025839.36,1993.0,capital_goods,Industrial Specialties,NASDAQ
TYHT,"Shineco, Inc.",15615471.7386,2016.0,consumer_non_durables,Farming/Seeds/Milling,NASDAQ
SCVL,"Shoe Carnival, Inc.",621538415.33,1993.0,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
SHBI,Shore Bancshares Inc,189840010.33,,finance,Major Banks,NASDAQ
SSTI,"ShotSpotter, Inc.",436441056.51,2017.0,technology,Computer Software: Prepackaged Software,NASDAQ
SFLY,"Shutterfly, Inc.",1500775719.52,2006.0,miscellaneous,Other Consumer Services,NASDAQ
SIFI,"SI Financial Group, Inc.",162092740.17,,finance,Savings Institutions,NASDAQ
SIBN,"SI-BONE, Inc.",538062105.9,2018.0,health_care,Medical/Dental Instruments,NASDAQ
SIEB,Siebert Financial Corp.,343266856.32,,finance,Investment Bankers/Brokers/Service,NASDAQ
SNNA,"Sienna Biopharmaceuticals, Inc.",59826485.83,2017.0,health_care,Major Pharmaceuticals,NASDAQ
SIEN,"Sientra, Inc.",380942929.08,2014.0,health_care,Industrial Specialties,NASDAQ
BSRR,Sierra Bancorp,389418738.8,,finance,Major Banks,NASDAQ
SRRA,"Sierra Oncology, Inc.",100394052.75,2015.0,health_care,Major Pharmaceuticals,NASDAQ
SWIR,"Sierra Wireless, Inc.",540358515.67,,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SIFY,Sify Technologies Limited,39137795.225,,technology,"Computer Software: Programming, Data Processing",NASDAQ
SIGA,SIGA Technologies Inc.,596857687.97,,health_care,Major Pharmaceuticals,NASDAQ
SGLB,"Sigma Labs, Inc.",20227974.3,,consumer_durables,Miscellaneous manufacturing industries,NASDAQ
SGLBW,"Sigma Labs, Inc.",0.0,,consumer_durables,Miscellaneous manufacturing industries,NASDAQ
SGMA,"SigmaTron International, Inc.",12116011.9144,1994.0,technology,Electrical Products,NASDAQ
SBNY,Signature Bank,6003317228.0,2004.0,finance,Major Banks,NASDAQ
SLGN,Silgan Holdings Inc.,2826287242.8,1997.0,consumer_durables,Containers/Packaging,NASDAQ
SILC,Silicom Ltd,253583298.86,,technology,Computer Communications Equipment,NASDAQ
SLAB,"Silicon Laboratories, Inc.",3721117498.56,2000.0,technology,Semiconductors,NASDAQ
SIMO,Silicon Motion Technology Corporation,1267588423.08,2005.0,technology,Semiconductors,NASDAQ
SAMG,Silvercrest Asset Management Group Inc.,179183290.68,2013.0,finance,Investment Managers,NASDAQ
SSNT,"SilverSun Technologies, Inc.",9721630.8,,miscellaneous,Business Services,NASDAQ
SFNC,Simmons First National Corporation,2430794729.08,,finance,Major Banks,NASDAQ
WINR,Simplicity Esports and Gaming Company,17746248.4,2017.0,consumer_services,Restaurants,NASDAQ
WINRW,Simplicity Esports and Gaming Company,0.0,2017.0,consumer_services,Restaurants,NASDAQ
SLP,"Simulations Plus, Inc.",339592526.5,,technology,EDP Services,NASDAQ
SINA,Sina Corporation,4221045840.08,,technology,Computer Software: Prepackaged Software,NASDAQ
SBGI,"Sinclair Broadcast Group, Inc.",2905475331.08,1995.0,consumer_services,Broadcasting,NASDAQ
SINO,"Sino-Global Shipping America, Ltd.",11360007.688,,transportation,Oil Refining/Marketing,NASDAQ
SVA,"Sinovac Biotech, Ltd.",458732778.45,,health_care,Major Pharmaceuticals,NASDAQ
SINT,"SiNtx Technologies, Inc.",4679094.7227,2014.0,health_care,Medical/Dental Instruments,NASDAQ
SG,"Sirius International Insurance Group, Ltd.",1669314327.0,,finance,Property-Casualty Insurers,NASDAQ
SIRI,Sirius XM Holdings Inc.,26348653771.7,,consumer_services,Broadcasting,NASDAQ
SITO,"SITO Mobile, Ltd.",32051295.36,,miscellaneous,Business Services,NASDAQ
SKYS,"Sky Solar Holdings, Ltd.",8173385.61,2014.0,public_utilities,Electric Utilities: Central,NASDAQ
SKYW,"SkyWest, Inc.",2474369954.24,1986.0,transportation,Air Freight/Delivery Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",12214201256.0,,technology,Semiconductors,NASDAQ
SNBR,Sleep Number Corporation,1156248960.0,,consumer_durables,Home Furnishings,NASDAQ
SLM,SLM Corporation,4034225064.04,,finance,Finance: Consumer Services,NASDAQ
SLMBP,SLM Corporation,238000000.0,,finance,Finance: Consumer Services,NASDAQ
SGH,"SMART Global Holdings, Inc.",524757253.07,2017.0,technology,Semiconductors,NASDAQ
SND,"Smart Sand, Inc.",105673695.18,2016.0,basic_industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ
SMBK,"SmartFinancial, Inc.",252893097.6,,finance,Major Banks,NASDAQ
SMSI,"Smith Micro Software, Inc.",51728452.62,1995.0,technology,Computer Software: Prepackaged Software,NASDAQ
SMTX,SMTC Corporation,128331905.68,2000.0,technology,Electrical Products,NASDAQ
SRAX,"Social Reality, Inc.",26549324.6,,technology,Advertising,NASDAQ
SCKT,"Socket Mobile, Inc.",11413231.46,,technology,Computer Manufacturing,NASDAQ
SOHU,Sohu.com Limited ,755081025.8,,technology,EDP Services,NASDAQ
SLRC,Solar Capital Ltd.,839722612.62,2010.0,,,NASDAQ
SUNS,Solar Senior Capital Ltd.,260818286.1,,,,NASDAQ
SEDG,"SolarEdge Technologies, Inc.",1708820952.75,2015.0,technology,Semiconductors,NASDAQ
SLNO,"Soleno Therapeutics, Inc.",38369081.39,2014.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SLNOW,"Soleno Therapeutics, Inc.",0.0,2014.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SLGL,Sol-Gel Technologies Ltd.,109151815.68,2018.0,health_care,Major Pharmaceuticals,NASDAQ
SLDB,Solid Biosciences Inc.,946401006.6,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SNGX,"Soligenix, Inc.",17506010.61,,health_care,Major Pharmaceuticals,NASDAQ
SNGXW,"Soligenix, Inc.",0.0,,health_care,Major Pharmaceuticals,NASDAQ
SNOA,"Sonoma Pharmaceuticals, Inc.",8925626.4,,health_care,Major Pharmaceuticals,NASDAQ
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.0,,health_care,Major Pharmaceuticals,NASDAQ
SONO,"Sonos, Inc.",1161911180.74,2018.0,consumer_non_durables,Consumer Electronics/Appliances,NASDAQ
SPHS,"Sophiris Bio, Inc.",32520045.24,2013.0,health_care,Major Pharmaceuticals,NASDAQ
SORL,"SORL Auto Parts, Inc.",50578893.02,,capital_goods,Auto Parts:O.E.M.,NASDAQ
SRNE,"Sorrento Therapeutics, Inc.",278787209.76,,health_care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SOHO,Sotherly Hotels Inc.,92503050.78,,consumer_services,Real Estate Investment Trusts,NASDAQ
SOHOB,Sotherly Hotels Inc.,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
SOHOO,Sotherly Hotels Inc.,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
SOHOK,Sotherly Hotels LP,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
SFBC,"Sound Financial Bancorp, Inc.",83742239.2452,,finance,Savings Institutions,NASDAQ
SSB,South State Corporation,2433435668.48,,finance,Major Banks,NASDAQ
SFST,"Southern First Bancshares, Inc.",241761261.5,,finance,Major Banks,NASDAQ
SMBC,"Southern Missouri Bancorp, Inc.",303234829.04,,finance,Banks,NASDAQ
SONA,"Southern National Bancorp of Virginia, Inc.",347314533.32,,finance,Major Banks,NASDAQ
SBSI,"Southside Bancshares, Inc.",1238684650.97,,finance,Major Banks,NASDAQ
SP,SP Plus Corporation,769763961.7,,consumer_services,Rental/Leasing Companies,NASDAQ
SGRP,"SPAR Group, Inc.",14247766.7343,,miscellaneous,Business Services,NASDAQ
