"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"HBANO","Huntington Bancshares Incorporated","25.37","20212001883.49","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbano",
"HURC","Hurco Companies, Inc.","36.36","244454097.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","48.59","1095890988.42","n/a","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","21.99","668766433.02","30412298","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","2.145","55855825.74","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hbp",
"HVBC","HV Bancorp, Inc.","15.1","34112787.5","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/hvbc",
"HYGS","Hydrogenics Corporation","6","92684898","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hygs",
"HYRE","HyreCar Inc.","3.87","45310118.67","n/a","2018","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/hyre",
"IDSY","I.D. Systems, Inc.","6.03","109262020.14","n/a","1999","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/idsy",
"IIIV","i3 Verticals, Inc.","24.39","641989628.82","n/a","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/iiiv",
"IAC","IAC/InterActiveCorp","190.12","15877679018.32","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/iac",
"IBKC","IBERIABANK Corporation","72.87","4047493830.45","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkc",
"IBKCO","IBERIABANK Corporation","26.03","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","26","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","4.27","71615150.46","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","68.28","12744466984.44","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","13.51","44627299.29","n/a","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","63.96","1205475610.56","n/a","2006","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","18.55","423923613.75","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","3.8","66826108.4","17585818","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","133.8","7283527434","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","0.12","9023111.64","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","231.13","4735664404.53","n/a","1992","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","0.3476","4865446.1856","n/a","2013","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ipwr",
"IDEX","Ideanomics, Inc.","1.3","132945807.8","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/idex",
"INVE","Identiv, Inc.","5.71","88404589.65","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","3.06","83175194.16","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","197.24","17008724928.76","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/idxx",
"IESC","IES Holdings, Inc.","16.7","354132451.2","n/a","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","19.98","77350731.84","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","1.02","16589977.68","n/a","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/ifmk",
"INFO","IHS Markit Ltd.","51.11","20145784854.19","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","33.66","2131530170.22","n/a","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","20.52","602619786.72","29367436","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","9.2","18248687.6","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","305.63","44927610000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","5","26369365","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","9.66","297559337.04","n/a","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","7.2","39492000","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","1.4","67430759.2","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imdz",
"IMGN","ImmunoGen, Inc.","4.99","743962942.3","n/a","1989","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","17.83","3395326657.69","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","7.35","2456943.3","334278","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","2","0","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","2.25","18951736.5","8422994","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immp",
"PI","Impinj, Inc.","15.99","343376727.33","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pi",
"IMV","IMV Inc.","5.74","258813884.98","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imv",
"INCY","Incyte Corporation","76.56","16292591810.88","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","73.5","2063912634","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","22.97","544783716.48","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","51.72","2257973554.56","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/ibtx",
"ILPT","Industrial Logistics Properties Trust","19.51","1269555324.81","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ilpt",
"IDSA","Industrial Services of America, Inc.","1.18","9567280.7","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","4.21","736694116.46","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.33","75632597.95","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/infi",
"IFRX","InflaRx N.V.","34.63","898187366.92","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","4.19","189331095.61","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/iii",
"IEA","Infrastructure and Energy Alternatives, Inc.","8.68","187294002","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/iea",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.9548","0","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/ieaww",
"IMKTA","Ingles Markets, Incorporated","29.98","607388084.48","n/a","1987","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","4.59","237684038.85","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.5","38816181","n/a","1993","Technology","EDP Services","https://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","27.39","537294401.16","n/a","2006","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","64.26","1569506867.46","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/iosp",
"INNT","Innovate Biopharmaceuticals, Inc.","2.24","58399586.56","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/innt",
"ISSC","Innovative Solutions and Support, Inc.","2.13","35870475.87","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","19.43","1963201507.01","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","146.16","3145743508.32","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","14.43","2199352057.5","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","4.91","468154084.24","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ino",
"INPX","Inpixon ","2.38","3764874.4","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","5.87","430812090.73","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","43.24","1534140930.8","n/a","1995","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1.52","17996456.48","n/a","1991","Consumer Services","Advertising","https://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","23.23","1790806019.67","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","5.6","120314359.2","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","24.48","470579456.16","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","73.98","4370534511.12","n/a","2007","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","4.31","320102238.91","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","8.15","270791802.2","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","46.11","3927628358.85","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","48.39","6243292946.07","n/a","1984","Technology","Semiconductors","https://www.nasdaq.com/symbol/idti",
"IMTE","Integrated Media Technology Limited","7.54","20123400.44","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","48.13","219665320000","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","15.02","652157931.06","n/a","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/ntla",
"IPCI","Intellipharmaceutics International Inc.","0.285","5564818.515","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","59.7","1870630367.4","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ipar",
"ICPT","Intercept Pharmaceuticals, Inc.","110.8","3285715054.4","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","72.03","2437656835.32","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","15.34","913043979.12","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","2.2177","14376870.0768","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.17","58210443.72","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","5.6","142870078.4","n/a","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","36.04","2384231101.44","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/iboc",
"IMXI","International Money Express, Inc.","11.81","427318667.23","n/a","2017","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/imxi",
"ISCA","International Speedway Corporation","43.86","1934563458.84","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","0.86","24082739.96","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","12.18","20904314.76","1716282","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","1.05","30023988.75","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","28.58","873269387.96","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xent",
"IPLDP","Interstate Power and Light Company","24.75","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ipldp",
"IVAC","Intevac, Inc.","5.27","120232378.11","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","39.53","751997887.69","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","13.08","715820409.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/itci",
"XON","Intrexon Corporation","8.24","1316713947.68","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/xon",
"IIN","IntriCon Corporation","26.7","230712750.9","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","209.99","54499810927.32","n/a","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","515.93","58919342205.52","n/a","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/isrg",
"PLW","Invesco 1-30 Laddered Treasury ETF","31.86","141777000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plw",
"ADRA","Invesco BLDRS Asia 50 ADR Index Fund","29.8051","17883060","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adra",
"ADRD","Invesco BLDRS Developed Markets 100 ADR Index Fund","20.34","49833000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adrd",
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","38.6728","129553880","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adre",
"ADRU","Invesco BLDRS Europe Select ADR Index Fund","19.74","12831000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adru",
"PKW","Invesco BuyBack Achievers ETF","55.41","1099888500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pkw",
"PFM","Invesco Dividend Achievers ETF","25.4111","307474310","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfm",
"PYZ","Invesco DWA Basic Materials Momentum ETF","55.7275","66873000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pyz",
"PEZ","Invesco DWA Consumer Cyclicals Momentum ETF","49.44","32136000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pez",
"PSL","Invesco DWA Consumer Staples Momentum ETF","67.0118","170880090","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psl",
"PIZ","Invesco DWA Developed Markets Momentum ETF","23.77","190160000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/piz",
"PIE","Invesco DWA Emerging Markets Momentum ETF","16.06","176660000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pie",
"PXI","Invesco DWA Energy Momentum ETF","31.6565","56981700","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxi",
"PFI","Invesco DWA Financial Momentum ETF","30.16","24128000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfi",
"PTH","Invesco DWA Healthcare Momentum ETF","76.31","190775000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pth",
"PRN","Invesco DWA Industrials Momentum ETF","53.3057","87954405","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prn",
"DWLV","Invesco DWA Momentum & Low Volatility Rotation ETF","28.88","21660028.88","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwlv",
"PDP","Invesco DWA Momentum ETF","50.32","1252968000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdp",
"DWAQ","Invesco DWA NASDAQ Momentum ETF","95.9896","38395840","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwaq",
"DWAS","Invesco DWA SmallCap Momentum ETF","46.48","250992000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwas",
"DWIN","Invesco DWA Tactical Multi-Asset Income ETF","24.27","37618524.27","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwin",
"DWTR","Invesco DWA Tactical Sector Rotation ETF","26.1041","57429046.1041","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwtr",
"PTF","Invesco DWA Technology Momentum ETF","55.9204","120228860","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ptf",
"PUI","Invesco DWA Utilities Momentum ETF","29.44","178112000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pui",
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","27.0338","128410577.0338","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/idlb",
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","122.28","2054304000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prfz",
"PAGG","Invesco Global Agriculture ETF","25.2","20160000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pagg",
"PSAU","Invesco Global Gold and Precious Metals ETF","17.2","26660000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psau",
"PIO","Invesco Global Water ETF","24.0696","164876760","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pio",
"PGJ","Invesco Golden Dragon China ETF","34.72","178808000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pgj",
"PEY","Invesco High Yield Equity Dividend Achievers ETF","16.62","699702000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pey",
"IPKW","Invesco International BuyBack Achievers ETF","30.61","194373500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipkw",
"PID","Invesco International Dividend Achievers ETF","15.03","715428000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pid",
"KBWB","Invesco KBW Bank ETF","48.84","737484000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwb",
"KBWD","Invesco KBW High Dividend Yield Financial ETF","21.45","287430000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwd",
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","30.82","354430000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwy",
"KBWP","Invesco KBW Property & Casualty Insurance ETF","58.53","58530000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwp",
"KBWR","Invesco KBW Regional Banking ETF","49.41","98820000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwr",
"LDRI","Invesco LadderRite 0-5 Year Corporate Bond ETF","24.669","12334500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldri",
"LALT","Invesco Multi-Strategy Alternative ETF","21.7221","6516630","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lalt",
"PNQI","Invesco Nasdaq Internet ETF","120.3901","517677430","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnqi",
"PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET","16.02","1827946080","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdbc",
"QQQ","Invesco QQQ Trust, Series 1","162.35","63081092500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqq",
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","29.8","172840029.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uslb",
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","59.3323","71198760","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscd",
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","73.8723","70178685","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscc",
"PSCE","Invesco S&P SmallCap Energy ETF","10.35","28462500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psce",
"PSCF","Invesco S&P SmallCap Financials ETF","51.5842","149594180","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscf",
"PSCH","Invesco S&P SmallCap Health Care ETF","115.92","770868000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psch",
"PSCI","Invesco S&P SmallCap Industrials ETF","59.845","95752000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psci",
"PSCT","Invesco S&P SmallCap Information Technology ETF","73.04","321376000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psct",
"PSCM","Invesco S&P SmallCap Materials ETF","43.4066","19532970","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscm",
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","51.515","59242250","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscu",
"ISDX","Invesco Strategic Developed ex-US ETF","22.75","2275022.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isdx",
"ISDS","Invesco Strategic Developed ex-US Small Company ETF","22.05","2205022.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isds",
"ISEM","Invesco Strategic Emerging Markets ETF","24.9048","2490504.9048","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isem",
"IUS","Invesco Strategic US ETF","22.65","2265022.65","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ius",
"IUSS","Invesco Strategic US Small Company ETF","21.37","2137021.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iuss",
"VRIG","Invesco Variable Rate Investment Grade ETF","24.77","413659024.77","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vrig",
"PHO","Invesco Water Resources ETF","29.58","774996000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pho",
"ISTR","Investar Holding Corporation","23.45","222750400.95","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","11.73","3420018870.03","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","172.62","325670070.6","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","1.6","14890008","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nviv",
"IONS","Ionis Pharmaceuticals, Inc.","57.18","7866338941.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","9.31","1146708305.68","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/iova",
"IPAS","iPass Inc.","2.42","19258330.96","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ipas",
"IPGP","IPG Photonics Corporation","128.34","6853377946.14","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",
"IPIC","iPic Entertainment Inc.","3.9634","45328331.7186","n/a","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ipic",
"CLRG","IQ Chaikin U.S. Large Cap ETF","22.62","408291000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clrg",
"CSML","IQ Chaikin U.S. Small Cap ETF","24.22","387520000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csml",
"IQ","iQIYI, Inc.","17.03","3852707884.35","226230645","2018","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/iq",
"IRMD","iRadimed Corporation","26.24","286916425.6","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","85.07","2057154658.35","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","4.96","67426934.4","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","18.7","2082036195.8","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","635.559","317779500","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","85","2353373665","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","13.4","2069156859.4","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","21.9","73018147.8","3334162","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/ircp",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","49.66","1462487000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slqd",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","80.0526","76049970","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ishg",
"SHY","iShares 1-3 Year Treasury Bond ETF","83.62","20729398000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/shy",
